Months.Since.1Jan1840,Year.Month.Day,1to10g.gm-2,10to100g.gm-2,100gto1kg.gm-2,1to10kg.gm-2,10to100kg.gm-2,GT100kg.gm-2
1660,1978-06-01,0,0,3.648176740845863e-6,3.7076322751158913e-4,0.0013193184626124415,1.227220789365358e-4
1661,1978-07-01,0,0,3.661317178501103e-6,3.6298272250971376e-4,0.001312412280853343,1.1778436510123772e-4
1662,1978-08-01,0,0,3.6979866807122247e-6,3.5680382983003503e-4,0.0012964506340515949,1.132975561875512e-4
1663,1978-09-01,0,0,3.727460580146215e-6,3.5206333087832724e-4,0.0012790058930792906,0.00010934649416981473
1664,1978-10-01,0,0,3.7461483833669574e-6,3.4747185663973194e-4,0.0012597513604219665,1.0559106141695887e-4
1665,1978-11-01,0,0,3.789547687689071e-6,3.4308008956556357e-4,0.0012421392865156645,1.0201782371662874e-4
1666,1978-12-01,0,0,3.851796110416165e-6,3.387196990077033e-4,0.0012248649899272138,9.859407429276432e-5
1667,1979-01-01,0,0,4.107388290412588e-6,3.498473413019995e-4,0.0012559079853881972,9.956625987996308e-5
1668,1979-02-01,0,0,4.1892280069906844e-6,3.476934748286228e-4,0.0011979045753614198,9.623863133067206e-5
1669,1979-03-01,0,0,4.165767127089636e-6,3.491383461459449e-4,0.0011408733731326911,9.495856523308105e-5
1670,1979-04-01,0,0,4.02262018885093e-6,3.513381708659114e-4,0.0011131095009126704,9.519689077260513e-5
1671,1979-05-01,0,0,3.896966405872966e-6,3.5410674130178615e-4,0.0011231514943154685,9.599338913870845e-5
1672,1979-06-01,0,0,3.838180247839833e-6,3.501286879762168e-4,0.001191517359371142,9.634108566035798e-5
1673,1979-07-01,0,0,3.8498097003081455e-6,3.472831041057253e-4,0.0012211182265130167,9.608369222492631e-5
1674,1979-08-01,0,0,3.885093773194122e-6,3.446247866705643e-4,0.0012273447248741642,9.526991698008121e-5
1675,1979-09-01,0,0,3.923591685122408e-6,3.4244829630382016e-4,0.0012238016071469322,9.411430875067207e-5
1676,1979-10-01,0,0,3.9515108374374896e-6,3.3950633055710046e-4,0.0012124400492108762,9.239638473549787e-5
1677,1979-11-01,0,0,4.006127103378575e-6,3.369613671426062e-4,0.0012029528204073013,9.052861123954922e-5
1678,1979-12-01,0,0,4.064444130010414e-6,3.337730246574277e-4,0.0011914700455895883,8.83822453667301e-5
1679,1980-01-01,0,0,5.536549164022987e-6,4.415734789987129e-4,0.0015681504227647019,1.1495303511571982e-4
1680,1980-02-01,0,0,5.540046474997953e-6,4.0599092893688e-4,0.0014000617728951916,1.017547924885783e-4
1681,1980-03-01,0,0,5.517249700048237e-6,3.8760299486748556e-4,0.0012569433704014967,9.198032203405872e-5
1682,1980-04-01,0,0,5.3396787233132174e-6,3.8100523116277947e-4,0.0012138100695680276,8.60661803053243e-5
